step,time_s,input_acc_m_s2,input_vel_m_s,incident_force,base_relative_velocity_m_s,dashpot_force,net_boundary_force,base_relative_displacement_m,base_relative_acceleration_m_s2,surface_acceleration_m_s2,impedance_c
3792,1.8960000000e+01,-1.4018666580e-01,-1.4787055775e-02,-5.7279115131e+01,-2.6260781127e-02,-5.0861859472e+01,-6.4172556592e+00,2.1250984011e-01,8.7332160510e-02,-2.6998606669e-01,1.9367991845e+03
3793,1.8965000000e+01,-1.3991620410e-01,-1.5487312949e-02,-5.9991630181e+01,-2.7172337198e-02,-5.2627360527e+01,-7.3642696540e+00,2.1237504570e-01,6.5983596927e-02,-4.2000353772e-01,1.9367991845e+03
3794,1.8970000000e+01,-1.3350124890e-01,-1.6170856582e-02,-6.2639403681e+01,-2.8061219755e-02,-5.4348947538e+01,-8.2904561425e+00,2.1223570500e-01,8.3163476145e-02,-5.0466837444e-01,1.9367991845e+03
3795,1.8975000000e+01,-1.2611137590e-01,-1.6819888144e-02,-6.5153491281e+01,-2.8740001957e-02,-5.5663612352e+01,-9.4898789286e+00,2.1209246668e-01,1.2113508679e-01,-5.3888648419e-01,1.9367991845e+03
3796,1.8980000000e+01,-1.2157091550e-01,-1.7439093872e-02,-6.7552045581e+01,-2.9172637939e-02,-5.6501541371e+01,-1.1050504210e+01,2.1194650896e-01,1.5651685898e-01,-5.7116397624e-01,1.9367991845e+03
3797,1.8985000000e+01,-1.2399565320e-01,-1.8053010294e-02,-6.9930111231e+01,-2.9458328630e-02,-5.7054866867e+01,-1.2875244364e+01,2.1179880005e-01,1.7421774146e-01,-5.8430140831e-01,1.9367991845e+03
3798,1.8990000000e+01,-1.3580247870e-01,-1.8702505624e-02,-7.2445995281e+01,-2.9779213510e-02,-5.7676356440e+01,-1.4769638840e+01,2.1164955925e-01,1.6757373623e-01,-5.4619269846e-01,1.9367991845e+03
3799,1.8995000000e+01,-1.5119858700e-01,-1.9420008288e-02,-7.5225312431e+01,-3.0323439871e-02,-5.8730413614e+01,-1.6494898817e+01,2.1149808581e-01,1.3495255105e-01,-4.9033254194e-01,1.9367991845e+03
3800,1.9000000000e+01,-1.6242142320e-01,-2.0204058314e-02,-7.8262407331e+01,-3.1210079137e-02,-6.0447655822e+01,-1.7814751509e+01,2.1134295884e-01,8.1169121086e-02,-4.3381852027e-01,1.9367991845e+03
3801,1.9005000000e+01,-1.7088490260e-01,-2.1037324128e-02,-8.1490144431e+01,-3.2483676289e-02,-6.2914357746e+01,-1.8575786684e+01,2.1118236076e-01,1.8946663155e-02,-3.7832449405e-01,1.9367991845e+03
3802,1.9010000000e+01,-1.8710936730e-01,-2.1932309803e-02,-8.4956959481e+01,-3.4164257344e-02,-6.6169305763e+01,-1.8787653718e+01,2.1101424898e-01,-3.3999992891e-02,-3.5154072726e-01,1.9367991845e+03
3803,1.9015000000e+01,-2.2158072630e-01,-2.2954035037e-02,-8.8914712681e+01,-3.6322290268e-02,-7.0348982171e+01,-1.8565730510e+01,2.1083625139e-01,-7.7706306400e-02,-3.7475713314e-01,1.9367991845e+03
3804,1.9020000000e+01,-2.6962225830e-01,-2.4182042498e-02,-9.3671520381e+01,-3.8910345897e-02,-7.5361526202e+01,-1.8309994179e+01,2.1064592181e-01,-6.8534112080e-02,-4.2865618740e-01,1.9367991845e+03
3805,1.9025000000e+01,-3.0479336460e-01,-2.5618081556e-02,-9.9234158931e+01,-4.1788339080e-02,-8.0935621052e+01,-1.8298537878e+01,2.1044152673e-01,-4.7305457680e-02,-4.8429997119e-01,1.9367991845e+03
3806,1.9030000000e+01,-3.0007593180e-01,-2.7130254797e-02,-1.0509171073e+02,-4.4734739345e-02,-8.6642206683e+01,-1.8449504048e+01,2.1022245567e-01,-3.6790155689e-02,-5.3040873118e-01,1.9367991845e+03
3807,1.9035000000e+01,-2.6030432790e-01,-2.8531205446e-02,-1.1051843088e+02,-4.7457613350e-02,-9.1915866835e+01,-1.8602564046e+01,2.0998942949e-01,-3.3972531288e-02,-5.5118204798e-01,1.9367991845e+03
3808,1.9040000000e+01,-2.2104186300e-01,-2.9734570923e-02,-1.1517978543e+02,-4.9817196859e-02,-9.6485906251e+01,-1.8693879180e+01,2.0974406178e-01,-3.4166338772e-02,-5.3030335694e-01,1.9367991845e+03
3809,1.9045000000e+01,-2.0976703380e-01,-3.0811593165e-02,-1.1935173703e+02,-5.1931973876e-02,-1.0058180465e+02,-1.8769932377e+01,2.0948772685e-01,-2.9557437839e-02,-4.7940967153e-01,1.9367991845e+03
3810,1.9050000000e+01,-2.1833489160e-01,-3.1881847979e-02,-1.2349747433e+02,-5.3990990753e-02,-1.0456970686e+02,-1.8927767470e+01,2.0922095934e-01,-2.0242047130e-02,-4.3648025238e-01,1.9367991845e+03
3811,1.9055000000e+01,-2.1802548420e-01,-3.2972748918e-02,-1.2772318643e+02,-5.6064312638e-02,-1.0858531500e+02,-1.9137871433e+01,2.0894385055e-01,-2.1490196935e-02,-4.5009735457e-01,1.9367991845e+03
3812,1.9060000000e+01,-1.9180168650e-01,-3.3997316845e-02,-1.3169195108e+02,-5.8080805329e-02,-1.1249085640e+02,-1.9201094685e+01,2.0865667620e-01,-4.3446194052e-02,-5.2606958612e-01,1.9367991845e+03
3813,1.9065000000e+01,-1.4471339220e-01,-3.4838604542e-02,-1.3495076173e+02,-5.9928877381e-02,-1.1607020084e+02,-1.8880560891e+01,2.0836020500e-01,-8.2661843366e-02,-5.9299086134e-01,1.9367991845e+03
3814,1.9070000000e+01,-9.1342665990e-02,-3.5428744687e-02,-1.3723672764e+02,-6.1529802521e-02,-1.1917087135e+02,-1.8065856290e+01,2.0805557012e-01,-1.2323255836e-01,-5.8580072117e-01,1.9367991845e+03
3815,1.9075000000e+01,-4.0925505150e-02,-3.5759415115e-02,-1.3851761207e+02,-6.2838548357e-02,-1.2170564921e+02,-1.6811962852e+01,2.0774411103e-01,-1.5328020187e-01,-5.1700454198e-01,1.9367991845e+03
3816,1.9080000000e+01,5.6980472670e-03,-3.5847483760e-02,-1.3885875462e+02,-6.3826472207e-02,-1.2361905932e+02,-1.5239695305e+01,2.0742732656e-01,-1.7144963539e-01,-4.4772138550e-01,1.9367991845e+03
3817,1.9085000000e+01,4.8451668480e-02,-3.5712109470e-02,-1.3833436900e+02,-6.4473295494e-02,-1.2487182613e+02,-1.3462542863e+01,2.0710684043e-01,-1.8005820943e-01,-4.2560732639e-01,1.9367991845e+03
3818,1.9090000000e+01,8.2633308750e-02,-3.5384397027e-02,-1.3706494261e+02,-6.4798872312e-02,-1.2550240305e+02,-1.1562539561e+01,2.0678426280e-01,-1.8499595279e-01,-4.3537971829e-01,1.9367991845e+03
3819,1.9095000000e+01,1.0434494790e-01,-3.4916951386e-02,-1.3525424594e+02,-6.4900013354e-02,-1.2569829294e+02,-9.5559530002e+00,2.0646087794e-01,-1.9429125416e-01,-4.1792724513e-01,1.9367991845e+03
3820,1.9100000000e+01,1.2050348940e-01,-3.4354830292e-02,-1.3307681459e+02,-6.4893369551e-02,-1.2568542523e+02,-7.3913893615e+00,2.0613744154e-01,-2.1135813212e-01,-3.4142650078e-01,1.9367991845e+03
3821,1.9105000000e+01,1.4901723540e-01,-3.3681028480e-02,-1.3046677699e+02,-6.4785942385e-02,-1.2547736038e+02,-4.9894166083e+00,2.0581450068e-01,-2.3366499893e-01,-2.1945544979e-01,1.9367991845e+03
3822,1.9110000000e+01,2.0145109680e-01,-3.2804857650e-02,-1.2707284309e+02,-6.4425939922e-02,-1.2478010790e+02,-2.2927351858e+00,2.0549308995e-01,-2.5535801502e-01,-8.6037367820e-02,1.9367991845e+03
3823,1.9115000000e+01,2.7109385640e-01,-3.1623495267e-02,-1.2249671969e+02,-6.3605208910e-02,-1.2319051675e+02,6.9379705838e-01,2.0517516514e-01,-2.7103432710e-01,3.1513539129e-02,1.9367991845e+03
3824,1.9120000000e+01,3.4311662010e-01,-3.0087969076e-02,-1.1654870794e+02,-6.2197192771e-02,-1.2046347224e+02,3.9147642989e+00,2.0486343135e-01,-2.8046081249e-01,1.2916531954e-01,1.9367991845e+03
3825,1.9125000000e+01,4.0655514330e-01,-2.8213789667e-02,-1.0928888964e+02,-6.0206182146e-02,-1.1660728448e+02,7.3183948454e+00,2.0456079256e-01,-2.8787358439e-01,2.1126767040e-01,1.9367991845e+03
3826,1.9130000000e+01,4.4830522800e-01,-2.6076638739e-02,-1.0101042529e+02,-5.7762533689e-02,-1.1187442814e+02,1.0864002856e+01,2.0426970194e-01,-2.9400530834e-01,2.7911461288e-01,1.9367991845e+03
3827,1.9135000000e+01,4.4175312900e-01,-2.3851492846e-02,-9.2391103788e+01,-5.5157243770e-02,-1.0682850475e+02,1.4437400965e+01,2.0399136293e-01,-2.8967950419e-01,3.3591080891e-01,1.9367991845e+03
3828,1.9140000000e+01,3.6006035400e-01,-2.1846959139e-02,-8.4626345288e+01,-5.2865239439e-02,-1.0238935263e+02,1.7763007347e+01,2.0372481719e-01,-2.6040215023e-01,3.9026240952e-01,1.9367991845e+03
3829,1.9145000000e+01,2.1194279370e-01,-2.0416951270e-02,-7.9087069138e+01,-5.1393410303e-02,-9.9538715164e+01,2.0451646026e+01,2.0346659085e-01,-1.9993440585e-01,4.5609279051e-01,1.9367991845e+03
3830,1.9150000000e+01,4.9607286480e-02,-1.9763076069e-02,-7.6554219228e+01,-5.0983297166e-02,-9.8744408375e+01,2.2190189147e+01,2.0321164600e-01,-1.1886527839e-01,5.4608459011e-01,1.9367991845e+03
3831,1.9155000000e+01,-6.9531004080e-02,-1.9812885363e-02,-7.6747160428e+01,-5.1457161676e-02,-9.9662188771e+01,2.2915028343e+01,2.0295529442e-01,-3.8988612740e-02,6.6128076334e-01,1.9367991845e+03
3832,1.9160000000e+01,-1.2426454530e-01,-2.0297374237e-02,-7.8623875738e+01,-5.2323897043e-02,-1.0134088112e+02,2.2717005385e+01,2.0269478317e-01,4.4336453158e-02,7.8986749875e-01,1.9367991845e+03
3833,1.9165000000e+01,-1.3399037550e-01,-2.0943011539e-02,-8.1124815338e+01,-5.3164383205e-02,-1.0296873404e+02,2.1843918698e+01,2.0242981851e-01,8.2658143311e-02,9.1521896967e-01,1.9367991845e+03
3834,1.9170000000e+01,-1.3147362000e-01,-2.1606671527e-02,-8.3695567588e+01,-5.3867821877e-02,-1.0433115348e+02,2.0635585895e+01,2.0216096855e-01,1.1637939887e-01,1.0227756143e+00,1.9367991845e+03
3835,1.9175000000e+01,-1.3746949200e-01,-2.2279029307e-02,-8.6300011588e+01,-5.4434533911e-02,-1.0542876089e+02,1.9128749300e+01,2.0188894347e-01,1.4291834763e-01,1.0996919140e+00,1.9367991845e+03
3836,1.9180000000e+01,-1.5433847370e-01,-2.3008549222e-02,-8.9125878738e+01,-5.4963968363e-02,-1.0645416910e+02,1.7328290364e+01,2.0161406699e-01,1.7322870446e-01,1.1296786987e+00,1.9367991845e+03
3837,1.9185000000e+01,-1.7082162810e-01,-2.3821449476e-02,-9.2274727838e+01,-5.5494526507e-02,-1.0748175368e+02,1.5207025846e+01,2.0133639524e-01,2.0157065718e-01,1.0739387738e+00,1.9367991845e+03
3838,1.9190000000e+01,-1.6886620080e-01,-2.4670669048e-02,-9.5564263388e+01,-5.5970911460e-02,-1.0840441567e+02,1.2840152284e+01,2.0105615345e-01,2.2457550287e-01,8.1961201187e-01,1.9367991845e+03
3839,1.9195000000e+01,-1.3297386330e-01,-2.5425269209e-02,-9.8487281338e+01,-5.6176902513e-02,-1.0880337897e+02,1.0316097637e+01,2.0077438648e-01,2.4377322057e-01,3.1635342249e-01,1.9367991845e+03
3840,1.9200000000e+01,-6.4629790740e-02,-2.5919278344e-02,-1.0040087432e+02,-5.5846058032e-02,-1.0816259965e+02,7.7617253364e+00,2.0049342582e-01,2.5198311329e-01,-1.8313034351e-01,1.9367991845e+03
3841,1.9205000000e+01,1.4392721880e-02,-2.6044871016e-02,-1.0088736989e+02,-5.4828679571e-02,-1.0619214188e+02,5.3047719925e+00,2.0021651573e-01,2.5232586562e-01,-3.7536311353e-01,1.9367991845e+03
3842,1.9210000000e+01,8.0894584350e-02,-2.5806652750e-02,-9.9964608003e+01,-5.3144620792e-02,-1.0293045821e+02,2.9658502071e+00,1.9994701206e-01,2.5310249431e-01,-3.2820289556e-01,1.9367991845e+03
3843,1.9215000000e+01,1.2646237770e-01,-2.5288260345e-02,-9.7956564028e+01,-5.0938743229e-02,-9.8658116346e+01,7.0155231808e-01,1.9968773411e-01,2.5436733230e-01,-3.2037491077e-01,1.9367991845e+03
3844,1.9220000000e+01,1.5180445260e-01,-2.4592593269e-02,-9.5261829178e+01,-4.8408420808e-02,-9.3757389945e+01,-1.5044392331e+00,1.9944062203e-01,2.5101375655e-01,-4.1110215197e-01,1.9367991845e+03
3845,1.9225000000e+01,1.5676478100e-01,-2.3821170185e-02,-9.2273645978e+01,-4.5774933766e-02,-8.8656854389e+01,-3.6167915887e+00,1.9920657244e-01,2.3786020016e-01,-4.7225200751e-01,1.9367991845e+03
3846,1.9230000000e+01,1.4286106800e-01,-2.3072105563e-02,-8.9372070478e+01,-4.3281627279e-02,-8.3827820417e+01,-5.5442500607e+00,1.9898532918e-01,2.0866275230e-01,-4.7503873482e-01,1.9367991845e+03
3847,1.9235000000e+01,1.1855512530e-01,-2.2418565080e-02,-8.6840517128e+01,-4.1163948842e-02,-7.9726302549e+01,-7.1142145787e+00,1.9877548800e-01,1.5543906417e-01,-4.5603031631e-01,1.9367991845e+03
3848,1.9240000000e+01,9.8621990100e-02,-2.1875622291e-02,-8.4737374828e+01,-3.9590598235e-02,-7.6679038376e+01,-8.0583364522e+00,1.9857473724e-01,7.0720602678e-02,-3.8321223047e-01,1.9367991845e+03
3849,1.9245000000e+01,1.0049187420e-01,-2.1377837630e-02,-8.2809156978e+01,-3.8671833346e-02,-7.4899575288e+01,-7.9095816900e+00,1.9838027944e-01,-7.8660057898e-02,-2.2533831196e-01,1.9367991845e+03
3850,1.9250000000e+01,1.3001624640e-01,-2.0801567329e-02,-8.0576917278e+01,-3.8364235332e-02,-7.4303819706e+01,-6.2730975721e+00,1.9818895737e-01,-1.9178503025e-01,-9.0924361139e-02,1.9367991845e+03
3851,1.9255000000e+01,1.6718496300e-01,-2.0058564305e-02,-7.7698821978e+01,-3.8022009273e-02,-7.3640996554e+01,-4.0578254240e+00,1.9799934382e-01,-1.9676999976e-01,-2.3986693086e-02,1.9367991845e+03
3852,1.9260000000e+01,1.7477809920e-01,-1.9203656650e-02,-7.4387253078e+01,-3.7433521046e-02,-7.2501213034e+01,-1.8860400436e+00,1.9781223907e-01,-1.9158328454e-01,1.3899363859e-02,1.9367991845e+03
3853,1.9265000000e+01,1.2428073180e-01,-1.8456009572e-02,-7.1491168578e+01,-3.7035142127e-02,-7.1729633069e+01,2.3846449078e-01,1.9762742305e-01,-1.9558794297e-01,2.0991371609e-02,1.9367991845e+03
3854,1.9270000000e+01,1.6332796530e-02,-1.8104475752e-02,-7.0129467743e+01,-3.7298758495e-02,-7.2240205036e+01,2.1107372929e+00,1.9744216454e-01,-1.6857546977e-01,2.0784968452e-02,1.9367991845e+03
3855,1.9275000000e+01,-1.2296432790e-01,-1.8371054580e-02,-7.1162087058e+01,-3.8449438148e-02,-7.4468840450e+01,3.3067533925e+00,1.9725218356e-01,-1.0470704469e-01,3.9095925101e-02,1.9367991845e+03
3856,1.9280000000e+01,-2.5977380310e-01,-1.9327899907e-02,-7.4868521558e+01,-4.0488754444e-02,-7.8418586588e+01,3.5500650304e+00,1.9705295094e-01,-2.1095141427e-02,7.7697426461e-02,1.9367991845e+03
3857,1.9285000000e+01,-3.6788206320e-01,-2.0897039573e-02,-8.0946738408e+01,-4.3185057164e-02,-8.3640783498e+01,2.6940450901e+00,1.9684074852e-01,6.4130293472e-02,1.8275801835e-01,1.9367991845e+03
3858,1.9290000000e+01,-4.4209706760e-01,-2.2921987400e-02,-8.8790573008e+01,-4.6325902296e-02,-8.9723969788e+01,9.3339677992e-01,1.9661315516e-01,1.3777301499e-01,3.3446380974e-01,1.9367991845e+03
3859,1.9295000000e+01,-5.0244916860e-01,-2.5283352991e-02,-9.7937554908e+01,-4.9736615855e-02,-9.6329837029e+01,-1.6077178794e+00,1.9636860166e-01,2.0101633349e-01,4.5031270337e-01,1.9367991845e+03
3860,1.9300000000e+01,-5.7609352530e-01,-2.7979709725e-02,-1.0838215796e+02,-5.3487738972e-02,-1.0359500922e+02,-4.7871487360e+00,1.9610558408e-01,2.4622991912e-01,4.8694921684e-01,1.9367991845e+03
3861,1.9305000000e+01,-6.7296550950e-01,-3.1102357312e-02,-1.2047804056e+02,-5.7819151726e-02,-1.1198408591e+02,-8.4939546461e+00,1.9582162163e-01,2.8242121976e-01,4.2214243644e-01,1.9367991845e+03
3862,1.9310000000e+01,-7.8272763750e-01,-3.4741590180e-02,-1.3457496706e+02,-6.2922108367e-02,-1.2186748817e+02,-1.2707478886e+01,1.9551316074e-01,3.1798367693e-01,2.2226642266e-01,1.9367991845e+03
3863,1.9315000000e+01,-8.8741799550e-01,-3.8916954262e-02,-1.5074865056e+02,-6.8842913860e-02,-1.3333489942e+02,-1.7413751135e+01,1.9517620181e-01,3.5147896021e-01,-1.2048623724e-01,1.9367991845e+03
3864,1.9320000000e+01,-9.6914638080e-01,-4.3558365203e-02,-1.6872761241e+02,-7.5481549023e-02,-1.4619260259e+02,-2.2535009815e+01,1.9480704611e-01,3.7801602021e-01,-5.2062509761e-01,1.9367991845e+03
3865,1.9325000000e+01,-1.0079313930e+00,-4.8501059638e-02,-1.8787362551e+02,-8.2584261356e-02,-1.5994913005e+02,-2.7924495461e+01,1.9440304350e-01,3.9395680150e-01,-8.1291262827e-01,1.9367991845e+03
3866,1.9330000000e+01,-9.8073895590e-01,-5.3472735510e-02,-2.0713190106e+02,-8.9714935701e-02,-1.7375981430e+02,-3.3372086754e+01,1.9396345699e-01,3.9539468834e-01,-9.5524715204e-01,1.9367991845e+03
3867,1.9335000000e+01,-8.7191682210e-01,-5.8104374955e-02,-2.2507301206e+02,-9.6278504881e-02,-1.8647212974e+02,-3.8600882320e+01,1.9349029725e-01,3.7727333170e-01,-1.0652402655e+00,1.9367991845e+03
3868,1.9340000000e+01,-6.9144951150e-01,-6.2012790789e-02,-2.4021264526e+02,-1.0167023523e-01,-1.9691482869e+02,-4.3297816568e+01,1.9298858985e-01,3.3714500524e-01,-1.2010949343e+00,1.9367991845e+03
3869,1.9345000000e+01,-4.7704175910e-01,-6.4934018965e-02,-2.5152830996e+02,-1.0550060936e-01,-2.0433349418e+02,-4.7194815777e+01,1.9246561970e-01,2.7874076878e-01,-1.3349997460e+00,1.9367991845e+03
3870,1.9350000000e+01,-2.7062376120e-01,-6.6803182766e-02,-2.5876869981e+02,-1.0771724815e-01,-2.0862667837e+02,-5.0142021443e+01,1.9192941573e-01,2.1015573880e-01,-1.4718289674e+00,1.9367991845e+03
3871,1.9355000000e+01,-9.4467190230e-02,-6.7715910145e-02,-2.6230423909e+02,-1.0852612712e-01,-2.1019331450e+02,-5.2110924597e+01,1.9138734375e-01,1.3841993538e-01,-1.6225347869e+00,1.9367991845e+03
3872,1.9360000000e+01,5.8991130270e-02,-6.7804600295e-02,-2.6264778911e+02,-1.0818093938e-01,-2.0952475517e+02,-5.3123033941e+01,1.9084556996e-01,6.4712762765e-02,-1.7701170595e+00,1.9367991845e+03
3873,1.9365000000e+01,2.1450212460e-01,-6.7120867157e-02,-2.5999928155e+02,-1.0684065616e-01,-2.0692889572e+02,-5.3070385824e+01,1.9030946574e-01,-8.3596325183e-02,-1.9019038016e+00,1.9367991845e+03
3874,1.9370000000e+01,3.8540968830e-01,-6.5621087625e-02,-2.5418973800e+02,-1.0500026630e-01,-2.0336443014e+02,-5.0825307861e+01,1.8978291430e-01,-2.4836255101e-01,-2.0069120736e+00,1.9367991845e+03
3875,1.9375000000e+01,5.5808648550e-01,-6.3262347191e-02,-2.4505292490e+02,-1.0245426528e-01,-1.9843333744e+02,-4.6619587457e+01,1.8926890318e-01,-4.2581948306e-01,-2.0689803032e+00,1.9367991845e+03
3876,1.9380000000e+01,7.0166240820e-01,-6.0112974956e-02,-2.3285352175e+02,-9.9295294583e-02,-1.9231504557e+02,-4.0538476175e+01,1.8877050735e-01,-5.7147363546e-01,-2.0773413749e+00,1.9367991845e+03
3877,1.9385000000e+01,7.8945906330e-01,-5.6385171278e-02,-2.1841350750e+02,-9.5614143471e-02,-1.8518539510e+02,-3.3228112396e+01,1.8829010022e-01,-6.4949082538e-01,-2.0067616130e+00,1.9367991845e+03
3878,1.9390000000e+01,8.1543545280e-01,-5.2372934987e-02,-2.0287171555e+02,-9.1663865424e-02,-1.7753449980e+02,-2.5337215745e+01,1.8782917938e-01,-6.8643497174e-01,-1.8084327648e+00,1.9367991845e+03
3879,1.9395000000e+01,7.9741968210e-01,-4.8340797150e-02,-1.8725283300e+02,-8.7787032242e-02,-1.7002585246e+02,-1.7226980542e+01,1.8738779997e-01,-7.0314264988e-01,-1.4004096581e+00,1.9367991845e+03
3880,1.9400000000e+01,7.6580725140e-01,-4.4432729816e-02,-1.7211454975e+02,-8.4169054539e-02,-1.6301855619e+02,-9.0959935569e+00,1.8696488668e-01,-7.0485474146e-01,-7.2524808950e-01,1.9367991845e+03
3881,1.9405000000e+01,7.4295318870e-01,-4.0660828716e-02,-1.5750371980e+02,-8.0769481168e-02,-1.5643426526e+02,-1.0694545392e+00,1.8655923602e-01,-6.9528980345e-01,2.7764782610e-03,1.9367991845e+03
3882,1.9410000000e+01,7.3018969200e-01,-3.6977971514e-02,-1.4323781015e+02,-7.7461079813e-02,-1.5002655621e+02,6.7887460647e+00,1.8617017232e-01,-6.8010139823e-01,4.8925493513e-01,1.9367991845e+03
3883,1.9415000000e+01,7.1582598810e-01,-3.3362932314e-02,-1.2923460020e+02,-7.4184214385e-02,-1.4367992592e+02,1.4445325726e+01,1.8579743253e-01,-6.6133557348e-01,7.4123111356e-01,1.9367991845e+03
3884,1.9420000000e+01,6.8787778860e-01,-2.9853672872e-02,-1.1564113855e+02,-7.0986812157e-02,-1.3748719990e+02,2.1846061349e+01,1.8544066887e-01,-6.3670294658e-01,9.3567148555e-01,1.9367991845e+03
3885,1.9425000000e+01,6.3560500740e-01,-2.6544965882e-02,-1.0282453655e+02,-6.8006938150e-02,-1.3171578235e+02,2.8891245801e+01,1.8509896658e-01,-6.0305799187e-01,1.1494893383e+00,1.9367991845e+03
3886,1.9430000000e+01,5.5045754280e-01,-2.3579809507e-02,-9.1338711648e+01,-6.5458777911e-02,-1.2678050768e+02,3.5441796029e+01,1.8477044789e-01,-5.5837210579e-01,1.3612931351e+00,1.9367991845e+03
3887,1.9435000000e+01,4.3746409890e-01,-2.1110005403e-02,-8.1771682498e+01,-6.3568194267e-02,-1.2311882682e+02,4.1347144319e+01,1.8445212423e-01,-5.0267105489e-01,1.5361730915e+00,1.9367991845e+03
3888,1.9440000000e+01,3.2102263620e-01,-1.9213788565e-02,-7.4426500048e+01,-6.2432947487e-02,-1.2092008178e+02,4.6493581732e+01,1.8414033443e-01,-4.3897296260e-01,1.6604668894e+00,1.9367991845e+03
3889,1.9445000000e+01,2.2751970030e-01,-1.7842432724e-02,-6.9114418298e+01,-6.1936255048e-02,-1.1995808827e+02,5.0843669971e+01,1.8383169219e-01,-3.7213163992e-01,1.7546718715e+00,1.9367991845e+03
3890,1.9450000000e+01,1.5575699970e-01,-1.6884240974e-02,-6.5402768298e+01,-6.1864157625e-02,-1.1981845004e+02,5.4415681740e+01,1.8352374291e-01,-3.0458205535e-01,1.8395539422e+00,1.9367991845e+03
3891,1.9455000000e+01,7.6155275250e-02,-1.6304460286e-02,-6.3156930773e+01,-6.2142883292e-02,-1.2035828568e+02,5.7201354911e+01,1.8321460262e-01,-2.3289575208e-01,1.9147310270e+00,1.9367991845e+03
3892,1.9460000000e+01,-3.4129578600e-02,-1.6199396045e-02,-6.2749954098e+01,-6.2913760572e-02,-1.2185132017e+02,5.9101366072e+01,1.8290198075e-01,-1.5033741267e-01,1.9842465016e+00,1.9367991845e+03
3893,1.9465000000e+01,-1.7058913110e-01,-1.6711192819e-02,-6.4732449248e+01,-6.4374869486e-02,-1.2468119472e+02,5.9948745476e+01,1.8258266491e-01,-5.3566563967e-02,2.0549063574e+00,1.9367991845e+03
3894,1.9470000000e+01,-3.1516214220e-01,-1.7925571002e-02,-6.9436462598e+01,-6.6306857596e-02,-1.2842306772e+02,5.8986605121e+01,1.8225315876e-01,2.0644885538e-01,2.1172416626e+00,1.9367991845e+03
3895,1.9475000000e+01,-4.4988610950e-01,-1.9838191631e-02,-7.6845186748e+01,-6.8169189118e-02,-1.3203002989e+02,5.5184843144e+01,1.8191310427e-01,4.0759628924e-01,2.1604755318e+00,1.9367991845e+03
3896,1.9480000000e+01,-5.4995389740e-01,-2.2337791649e-02,-8.6527633298e+01,-7.0248859583e-02,-1.3605793395e+02,4.9530300655e+01,1.8156224233e-01,5.5700927862e-01,2.1821924625e+00,1.9367991845e+03
3897,1.9485000000e+01,-5.8309276410e-01,-2.5170408302e-02,-9.7500052548e+01,-7.2338928869e-02,-1.4010597844e+02,4.2605925893e+01,1.8120047847e-01,6.5086509277e-01,2.1697216543e+00,1.9367991845e+03
3898,1.9490000000e+01,-5.2985477700e-01,-2.7952777155e-02,-1.0827783200e+02,-7.4050854119e-02,-1.4342163387e+02,3.5143801871e+01,1.8082943321e-01,6.8529224277e-01,2.0497729736e+00,1.9367991845e+03
3899,1.9495000000e+01,-4.0189892490e-01,-3.0282161410e-02,-1.1730093105e+02,-7.4901819483e-02,-1.4506978289e+02,2.7768851845e+01,1.8045289816e-01,6.7395507322e-01,1.6905654987e+00,1.9367991845e+03
3900,1.9500000000e+01,-2.3838908220e-01,-3.1882881428e-02,-1.2350147750e+02,-7.4589940268e-02,-1.4446573548e+02,2.0964257986e+01,1.8007640680e-01,6.2417612583e-01,1.0767269491e+00,1.9367991845e+03
3901,1.9505000000e+01,-8.5244259870e-02,-3.2691964783e-02,-1.2663554146e+02,-7.3124842085e-02,-1.4162813452e+02,1.4992593055e+01,1.7970580376e-01,5.6124668918e-01,4.1211065633e-01,1.9367991845e+03
3902,1.9510000000e+01,2.7275056920e-02,-3.2836887790e-02,-1.2719691499e+02,-7.0726865910e-02,-1.3698373622e+02,9.7868212299e+00,1.7934601739e-01,5.1186679083e-01,-1.2716264994e-01,1.9367991845e+03
3903,1.9515000000e+01,9.3101510700e-02,-3.2535946371e-02,-1.2603118880e+02,-6.7703987940e-02,-1.3112902863e+02,5.0978398325e+00,1.7900053824e-01,4.8179617463e-01,-5.1277951170e-01,1.9367991845e+03
3904,1.9520000000e+01,1.2722844060e-01,-3.1985121493e-02,-1.2389751445e+02,-6.4339375681e-02,-1.2461245035e+02,7.1493590334e-01,1.7867144960e-01,4.6251048259e-01,-7.6429746371e-01,1.9367991845e+03
3905,1.9525000000e+01,1.5877504620e-01,-3.1270112776e-02,-1.2112785785e+02,-6.0765886160e-02,-1.1769131876e+02,-3.4365390872e+00,1.7835999657e-01,4.4337482095e-01,-9.2847613722e-01,1.9367991845e+03
3906,1.9530000000e+01,2.1486048390e-01,-3.0336023951e-02,-1.1750957290e+02,-5.6908852249e-02,-1.1022101863e+02,-7.2885542707e+00,1.7806752773e-01,4.1449751757e-01,-1.0626984711e+00,1.9367991845e+03
3907,1.9535000000e+01,2.9874118320e-01,-2.9052019783e-02,-1.1253585645e+02,-5.2594764600e-02,-1.0186549719e+02,-1.0670359262e+01,1.7779614009e-01,3.6911873660e-01,-1.1687620631e+00,1.9367991845e+03
